"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","score","gender","age","seconds_elapsed"
5,2,5,2,4,4,4,4,5,4,3,3,2,2,2,5,2,4,4,4,56,1,55,738
2,4,3,3,2,5,4,3,4,4,2,2,1,2,2,3,3,4,5,2,54,1,41,168
5,5,5,3,4,5,5,5,5,2,2,5,5,1,5,4,1,5,5,5,72,1,30,145
4,2,2,3,2,2,2,4,4,4,2,4,4,1,4,1,5,4,5,2,73,1,52,440
2,3,3,4,4,3,2,4,4,4,3,4,4,2,4,4,4,4,5,4,67,2,43,287
5,3,4,3,5,5,5,5,5,4,3,5,5,3,3,3,3,5,3,3,64,1,23,370
3,3,4,4,2,4,4,2,5,5,3,2,2,4,3,4,4,3,3,2,46,1,60,128
2,3,4,3,2,5,4,3,5,4,3,2,2,3,4,4,3,2,3,1,46,2,31,274
4,5,2,4,4,2,1,4,1,5,2,4,2,2,4,4,2,5,5,3,73,1,28,215
4,4,3,3,4,3,4,4,5,4,2,4,4,2,5,3,3,4,5,5,71,1,28,225
4,2,4,4,3,2,3,5,2,3,2,4,3,3,3,4,4,4,2,4,65,1,24,164
2,3,4,4,3,4,3,2,4,4,4,3,2,3,3,4,2,2,2,2,46,1,26,149
3,4,3,3,4,4,4,4,4,4,1,3,4,2,3,4,2,4,3,2,61,1,22,167
2,2,3,2,4,4,4,2,4,3,2,3,2,2,4,4,3,2,3,2,55,2,22,170
2,4,3,5,3,1,1,4,1,2,1,2,4,2,5,2,3,3,5,1,72,1,21,209
2,5,4,3,4,3,2,2,4,4,3,4,2,3,3,2,4,4,4,4,64,1,35,185
3,5,5,1,5,1,2,5,3,1,1,5,5,1,5,1,4,4,4,4,87,1,23,181
3,2,2,1,1,2,2,5,4,2,2,5,4,1,4,5,1,4,5,1,68,1,16,143
4,5,5,2,3,2,2,2,2,2,2,5,5,2,5,4,2,4,5,1,72,1,21,233
4,4,3,2,3,1,1,4,3,3,1,4,3,1,3,1,1,5,4,4,77,2,17,117
2,2,2,4,2,5,3,2,5,4,3,2,2,4,2,4,2,3,5,1,45,2,23,451
2,2,3,3,2,2,2,1,4,2,3,4,2,2,4,2,2,2,3,4,59,1,51,209
3,1,4,3,5,5,4,3,3,2,1,4,2,4,3,5,2,5,3,4,58,2,30,217
4,4,2,4,3,1,1,3,3,2,2,4,3,3,4,2,3,4,3,3,72,1,43,228
4,4,2,1,4,3,3,4,2,2,2,5,3,1,4,5,2,4,5,4,76,2,23,343
1,1,5,5,5,5,5,2,5,5,5,5,1,2,3,3,4,3,4,2,45,2,34,810
4,4,3,4,4,5,2,2,5,4,2,4,2,3,4,4,1,4,5,2,58,2,28,109
1,2,4,4,2,4,3,1,5,3,4,3,1,3,3,5,5,3,5,1,46,1,40,452
4,3,3,3,4,2,3,4,2,2,2,4,4,2,4,3,3,4,4,3,73,2,22,127
4,3,3,4,4,2,3,4,2,2,2,4,4,2,4,3,3,4,4,3,72,2,22,261
5,3,3,2,5,1,1,2,4,2,2,3,4,2,1,1,2,4,5,1,71,1,20,109
3,3,4,4,2,3,2,2,5,3,3,2,2,2,3,3,3,3,3,1,52,2,28,377
4,2,2,2,3,2,2,2,4,2,1,2,2,2,3,2,3,4,4,2,66,1,29,230
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,3,28,135
5,4,2,1,5,3,2,5,2,2,1,5,4,2,4,1,1,4,4,5,84,1,23,88
5,5,2,1,2,1,2,4,2,2,1,1,1,2,4,2,2,4,5,4,76,1,24,172
5,2,4,1,5,2,2,4,3,5,1,4,4,2,4,2,2,4,3,3,72,1,22,139
5,5,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,5,92,1,19,326
1,1,5,5,4,4,2,2,5,5,3,2,2,4,1,4,2,3,3,1,39,2,36,169
4,3,4,1,4,5,5,4,5,5,2,4,1,2,2,4,2,3,2,2,52,1,24,823
4,5,4,4,4,5,2,2,4,4,1,3,2,2,2,4,2,4,4,1,57,1,27,115
4,4,3,2,5,2,2,4,2,3,1,5,2,1,5,2,3,4,3,4,79,1,40,173
2,2,5,3,2,5,4,2,5,5,1,2,2,2,1,3,5,5,4,2,50,1,29,371
3,3,5,2,2,1,3,3,5,3,2,4,4,3,3,2,2,4,5,3,64,1,51,143
5,5,2,2,5,2,1,5,3,5,1,4,4,2,1,1,2,1,3,1,71,1,31,183
4,2,3,1,2,4,5,3,4,2,1,5,1,5,1,2,1,3,1,1,51,1,37,113
5,4,4,3,3,1,2,2,4,1,3,4,2,2,4,4,2,4,4,2,66,1,42,246
3,3,4,4,3,3,3,2,3,4,2,4,2,2,4,2,2,2,4,2,58,1,22,128
1,2,3,4,2,4,2,1,4,4,2,3,2,2,2,2,3,3,3,2,51,2,36,135
2,1,5,4,2,4,4,1,5,5,3,2,2,2,2,4,3,1,2,1,37,2,61,450
3,3,4,3,2,2,1,4,4,4,1,2,5,2,4,1,2,5,5,2,69,2,34,172
4,3,3,2,4,4,3,2,4,4,1,4,3,3,2,3,3,2,4,2,60,3,30,285
4,5,2,2,4,1,1,4,2,1,1,5,2,1,4,5,2,4,2,2,76,1,20,151
4,2,2,4,4,2,2,2,2,4,1,4,3,2,4,2,2,4,4,2,68,1,25,187
2,1,4,3,0,4,4,2,4,3,2,2,1,3,2,3,2,3,4,3,46,1,24,267
2,3,2,2,4,1,1,4,4,5,1,5,2,2,1,1,3,4,5,5,73,1,23,211
2,4,5,5,3,5,2,1,5,5,5,2,1,4,1,4,1,1,5,1,36,2,20,370
4,3,3,4,3,4,2,2,3,2,3,4,4,3,4,1,4,5,4,5,71,1,21,236
2,2,4,3,3,4,4,2,5,4,3,3,2,3,3,2,4,2,2,2,49,1,19,236
2,1,4,3,2,4,4,2,4,3,2,2,1,3,2,3,2,3,4,3,48,1,24,335
2,4,5,5,3,5,2,1,5,5,5,2,1,4,1,4,1,1,5,1,36,2,20,402
3,2,5,5,2,4,4,2,5,5,2,4,1,4,5,2,3,5,4,1,50,2,20,240
2,3,4,4,4,4,4,2,5,4,3,3,2,2,3,2,4,4,2,3,54,1,22,270
2,2,4,3,3,4,4,2,5,4,3,3,2,3,3,2,4,2,2,2,49,1,19,267
2,4,4,4,4,4,2,2,2,4,4,2,4,4,4,4,2,4,4,2,56,2,23,317
1,2,2,4,3,3,2,1,4,4,2,4,1,3,2,3,4,4,4,2,55,1,26,269
5,4,3,4,3,4,2,4,3,4,3,2,2,4,4,4,2,4,4,2,59,1,22,336
2,2,2,5,4,4,2,1,3,2,1,2,3,2,1,4,0,4,4,1,53,1,27,337
4,4,3,4,3,3,2,2,3,4,2,4,4,2,3,3,3,5,5,3,68,1,19,336
4,4,2,5,2,5,3,2,5,3,2,1,1,4,2,3,2,4,4,2,50,1,23,356
2,4,4,4,3,5,2,1,4,2,2,2,2,2,4,4,1,4,5,2,55,1,34,377
4,1,2,5,3,4,2,1,4,2,2,2,2,2,2,4,3,3,4,1,53,2,25,414
3,4,3,2,3,4,3,2,3,3,2,2,4,2,3,2,2,4,1,3,61,1,19,349
2,1,2,5,3,1,2,2,2,5,1,4,2,3,2,2,3,5,2,2,59,1,25,558
4,4,2,1,5,4,2,3,5,2,2,5,2,2,2,1,2,2,5,2,69,1,21,495
4,3,2,4,5,4,3,3,5,4,2,2,3,2,2,3,5,2,5,1,60,1,22,343
1,2,2,5,1,5,5,1,5,5,1,3,1,3,1,5,5,3,1,1,38,2,20,599
3,2,4,5,1,2,2,1,4,5,1,2,3,2,3,4,3,4,4,1,52,1,22,215
2,4,1,4,3,1,5,3,4,2,4,2,2,1,4,2,2,4,3,2,61,1,21,221
3,1,2,5,2,4,2,2,5,2,2,3,2,3,3,2,4,3,3,1,54,1,22,295
5,4,4,2,4,2,5,5,4,5,2,5,5,2,5,5,1,4,5,4,70,2,25,217
4,2,4,2,2,2,2,2,4,2,1,4,2,4,2,2,5,4,4,4,66,1,20,331
3,2,4,3,4,4,2,1,4,4,3,4,2,4,4,2,2,5,5,3,59,1,20,250
2,1,2,5,4,2,2,3,5,4,3,2,3,5,3,5,3,3,5,3,53,2,25,479
2,1,4,4,3,4,4,1,4,4,4,3,2,3,2,3,2,3,4,1,44,2,22,417
1,1,2,5,1,5,5,1,5,5,3,1,1,3,1,5,5,3,1,1,33,2,21,157
4,2,2,4,3,3,3,2,4,4,1,2,2,3,2,2,3,4,4,2,58,1,20,496
3,3,2,5,4,5,4,1,5,5,3,1,1,3,2,4,3,1,1,1,39,1,26,250
1,4,2,4,4,5,5,3,4,5,5,1,2,5,3,3,1,5,3,4,47,1,23,811
5,5,3,5,5,3,5,5,4,2,1,5,1,1,5,3,5,5,5,5,78,1,20,386
3,2,2,4,2,2,2,3,4,4,2,4,2,3,4,3,2,3,4,2,59,2,36,113
1,4,2,4,4,5,5,3,4,5,5,1,2,5,3,3,1,5,3,4,47,1,23,1351
4,2,5,2,4,4,4,4,5,4,1,2,1,2,4,4,4,2,1,1,52,1,22,270
2,4,3,3,3,4,2,2,4,4,3,4,2,3,3,4,2,2,4,2,54,2,49,334
2,2,5,4,1,4,3,2,5,5,2,1,1,3,2,5,3,4,4,1,41,1,28,164
2,2,4,4,3,2,2,4,3,3,1,2,2,2,4,2,2,4,5,3,64,1,23,153
4,4,4,4,2,2,2,4,4,2,4,5,5,2,5,2,2,2,4,2,67,1,51,203
4,4,4,4,4,4,3,2,5,3,2,4,1,3,1,3,3,2,4,2,54,1,24,207
5,5,3,1,5,1,1,5,3,1,1,5,5,1,5,1,1,5,3,3,88,1,54,121
3,2,4,5,2,5,5,2,5,4,3,3,2,4,3,4,2,3,1,1,39,2,49,269
2,4,5,5,2,4,3,4,4,5,2,2,2,4,5,5,4,2,4,2,50,2,22,224
2,4,2,4,1,3,2,2,3,2,2,2,1,2,3,3,2,4,4,1,57,2,61,444
2,2,4,4,2,5,4,2,4,4,2,2,2,4,3,4,4,2,4,3,47,1,65,251
1,2,2,4,1,5,4,2,5,5,2,2,1,4,3,5,3,2,4,2,41,2,31,2434
5,4,3,2,4,4,4,5,2,5,2,5,5,2,5,4,1,5,5,4,74,2,25,150
3,2,4,4,3,3,4,2,5,5,2,3,2,4,1,4,2,2,4,1,44,2,46,101
2,2,3,4,3,4,3,2,4,2,1,3,2,2,1,3,2,3,4,1,53,1,22,153
2,4,4,4,1,5,5,2,5,4,4,4,2,3,2,1,4,4,4,3,51,1,25,656
4,4,3,2,2,4,1,5,4,2,1,4,2,1,2,2,2,4,5,3,71,1,26,257
3,4,5,4,3,4,2,1,4,2,2,5,2,2,3,5,1,4,5,1,56,1,42,189
4,2,4,4,2,3,4,2,4,4,2,4,3,1,3,3,2,4,4,2,57,1,41,246
5,4,1,1,5,1,1,3,1,1,1,4,5,1,4,1,1,5,5,1,87,1,27,261
4,2,4,2,5,4,4,4,4,4,2,4,4,2,4,3,2,2,5,3,64,1,26,148
1,2,4,4,1,3,2,2,4,4,3,2,2,4,4,2,4,3,4,3,52,2,52,196
5,5,2,3,4,2,5,4,2,1,2,3,2,3,4,3,2,4,5,4,73,1,22,127
3,4,4,4,4,3,2,2,4,3,2,5,3,2,3,3,2,3,4,3,63,1,50,224
2,1,3,5,1,4,4,1,5,4,5,1,1,5,1,5,5,2,2,1,32,1,19,208
2,4,3,1,5,3,2,5,5,4,1,4,5,1,4,4,1,5,5,1,71,1,19,88
2,4,3,1,5,3,2,5,5,4,1,4,5,1,4,4,1,5,5,1,71,1,19,276
2,1,3,5,1,4,4,1,5,4,5,1,1,5,1,5,5,2,2,1,32,1,19,661
5,5,1,1,5,1,1,1,1,1,1,5,5,1,5,1,1,5,3,3,88,1,28,161
4,3,4,3,4,3,2,4,5,4,2,2,2,3,4,5,3,2,4,1,56,2,23,222
3,2,5,1,5,5,5,4,5,5,1,5,2,1,1,2,1,3,5,1,56,2,29,175
4,4,5,2,5,4,2,2,2,1,2,4,1,2,3,5,2,4,5,5,68,2,26,146
3,4,4,4,1,4,4,2,5,4,4,1,2,3,4,4,2,2,2,1,42,2,20,278
4,4,3,4,2,2,1,4,4,3,1,5,1,2,4,1,1,3,5,2,68,1,26,146
2,2,4,4,2,4,2,2,5,3,3,2,2,3,3,2,2,4,4,2,51,2,37,198
2,2,2,4,4,2,2,2,4,4,3,3,2,3,4,4,3,4,4,1,57,2,26,285
4,4,4,5,2,5,5,4,5,5,3,2,1,3,3,4,4,3,3,3,48,2,19,111
3,4,4,2,3,2,2,2,5,4,1,4,4,2,2,1,2,3,1,2,61,2,57,171
4,2,2,3,4,5,4,4,4,4,3,3,2,3,2,5,3,3,3,4,55,2,22,222
3,2,4,3,3,4,4,2,4,3,1,3,2,2,4,4,1,4,4,2,55,1,32,290
4,4,2,4,5,1,1,4,2,2,1,5,5,1,5,1,1,2,5,5,84,1,31,160
4,4,4,2,4,3,2,3,4,2,1,3,2,2,3,2,2,4,5,3,69,2,25,79
3,1,4,3,3,4,5,2,5,5,2,4,3,2,2,2,2,4,3,2,51,1,38,161
1,1,5,4,2,5,3,2,5,4,2,3,1,3,1,2,3,4,3,2,44,1,54,265
4,2,4,1,4,3,2,2,4,2,0,2,4,2,3,3,2,4,3,4,67,1,52,274
3,2,2,4,2,4,4,4,5,4,2,2,2,2,3,4,2,4,3,1,51,1,41,250
3,5,2,1,4,1,1,3,1,3,1,5,5,2,5,2,1,4,5,1,81,2,22,305
2,3,4,1,3,3,3,2,4,5,1,3,4,3,3,3,2,4,4,1,58,1,24,119
4,2,4,1,5,3,4,4,5,3,1,5,4,2,1,3,2,4,4,4,67,1,34,222
3,2,1,3,1,2,1,1,3,3,2,1,4,3,1,4,3,4,3,3,58,1,17,212
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,17,469
4,5,3,1,5,1,1,3,3,4,1,4,4,1,3,1,1,4,5,2,78,2,23,578
4,4,4,5,5,3,2,4,3,2,0,1,2,3,5,4,3,5,5,3,69,2,29,209
3,2,2,2,1,2,2,1,4,3,2,1,1,4,2,4,1,1,3,1,46,2,29,232
4,4,4,3,3,5,2,2,2,3,4,4,4,4,4,4,4,3,2,4,61,1,40,1948
2,2,3,2,3,3,2,2,4,4,2,3,2,2,2,4,4,2,5,1,56,2,34,242
3,5,1,3,3,1,1,5,4,4,1,5,3,1,1,1,1,5,5,3,76,1,63,319
2,1,2,2,4,1,1,1,1,2,1,3,2,1,2,2,2,5,5,1,69,2,44,208
2,1,1,5,3,3,2,1,5,4,1,1,1,2,2,5,3,3,5,1,49,2,29,216
3,2,4,5,4,4,2,2,4,4,3,4,3,4,4,4,1,4,5,0,52,1,34,150
4,4,3,2,2,1,2,2,4,2,1,4,2,1,4,4,2,2,4,1,65,2,25,106
2,2,2,4,1,1,1,2,3,2,1,1,2,2,4,2,3,2,4,1,60,2,20,135
4,1,2,3,5,4,2,4,5,5,2,2,5,4,3,4,2,1,4,1,55,2,31,137
2,2,2,4,4,2,2,2,3,4,2,4,2,4,1,2,4,4,3,1,58,2,31,106
2,2,4,4,2,5,4,2,4,2,2,2,1,4,2,4,4,2,3,1,44,1,50,131
4,3,4,4,2,3,1,4,5,2,2,3,3,2,4,3,2,4,5,1,63,1,26,785
5,4,3,2,3,2,1,4,3,2,2,4,4,2,3,2,2,2,5,3,74,1,26,119
4,5,4,4,4,3,3,3,3,3,2,2,4,3,4,4,2,4,5,4,66,2,30,107
1,3,3,4,2,5,4,2,5,2,2,3,1,3,2,3,5,5,4,1,52,2,28,257
1,1,2,1,5,1,2,2,4,1,1,1,1,1,3,1,1,2,5,1,63,2,31,103
2,2,2,4,2,4,2,2,3,2,2,4,2,4,4,4,2,4,4,2,57,1,32,93
5,5,4,4,5,1,1,5,3,1,1,5,5,1,3,2,1,5,5,1,81,1,33,106
1,2,4,5,1,4,2,4,5,5,1,4,2,4,4,2,2,2,5,4,53,1,29,229
1,2,4,5,1,4,2,4,5,5,1,4,2,4,4,2,2,2,5,4,53,1,29,512
1,2,4,4,2,4,4,3,5,5,2,4,1,2,4,4,2,2,5,1,47,2,43,655
2,4,5,4,3,5,2,2,4,4,2,2,2,3,2,4,4,4,4,1,51,1,27,103
4,5,2,4,4,2,2,5,3,2,1,5,4,2,2,3,2,4,5,3,76,1,34,155
4,5,2,1,4,1,1,4,1,1,1,4,4,2,4,1,2,5,4,2,85,1,17,159
2,2,3,4,3,3,2,1,5,3,2,2,1,3,4,3,2,3,4,1,51,1,49,198
4,2,4,2,3,2,1,5,3,1,1,2,1,2,3,1,1,4,5,1,68,2,58,240
4,3,3,4,5,2,2,5,3,3,2,4,4,3,4,3,3,4,5,3,73,2,28,121
4,4,5,2,2,4,3,4,5,4,3,1,4,2,4,2,2,4,1,2,56,1,16,181
3,1,5,1,5,5,5,2,5,5,2,2,3,2,1,1,1,1,4,4,50,1,35,182
3,4,3,3,3,2,2,2,4,3,2,4,2,3,4,3,4,4,4,2,65,1,29,125
2,2,2,3,2,4,2,1,4,4,1,4,4,2,4,4,3,4,3,2,59,1,27,302
4,2,1,4,3,2,2,3,4,4,2,4,2,3,4,2,2,4,4,2,64,2,34,177
2,2,4,4,4,2,2,3,5,4,2,2,3,2,3,3,2,2,4,4,57,1,36,209
4,4,1,3,4,2,2,3,2,3,3,3,2,2,3,3,2,4,4,4,70,1,23,210
2,4,3,2,5,2,2,2,4,2,2,5,4,1,5,4,2,4,5,4,74,2,35,277
2,4,3,2,5,2,2,2,4,2,2,5,4,1,5,4,2,4,5,4,74,2,35,313
2,5,2,3,4,2,2,4,2,2,1,5,2,1,4,2,4,5,5,3,80,1,57,287
3,4,4,4,3,4,1,4,4,3,3,4,2,3,4,4,2,3,4,2,59,1,50,122
2,2,5,3,2,2,2,2,5,4,2,2,2,2,1,4,2,2,4,2,48,2,47,312
3,4,2,2,4,2,3,4,3,2,1,4,4,2,2,1,2,3,5,2,73,2,18,96
3,3,3,2,5,1,1,4,0,2,1,5,2,3,4,1,1,5,3,1,76,1,32,241
5,5,2,1,5,1,1,2,2,2,1,5,5,1,1,2,1,4,5,5,84,1,20,121
3,4,2,2,3,2,2,3,2,2,1,4,4,2,4,3,4,4,4,4,77,1,25,199
2,3,2,4,2,2,2,4,3,3,2,2,2,2,3,2,2,4,4,2,62,2,36,133
4,4,2,2,4,2,2,4,2,2,2,4,4,2,4,2,2,4,4,2,76,1,37,171
3,4,4,4,4,3,1,2,4,2,1,3,2,3,5,2,1,2,4,1,61,1,29,97
2,1,4,3,2,4,4,2,4,5,4,2,2,2,4,5,4,2,5,1,46,1,25,237
3,4,5,4,4,4,5,4,5,4,2,2,1,3,4,2,3,2,4,2,53,1,50,332
5,4,2,2,4,2,1,4,1,2,2,5,3,2,4,2,2,4,5,1,79,1,22,118
3,3,2,4,4,5,2,2,4,4,4,3,2,4,1,4,4,3,5,5,56,1,21,288
2,2,3,4,4,2,2,1,4,4,1,2,2,1,2,2,4,2,4,2,58,1,66,1226
2,3,4,3,3,2,3,1,2,2,3,4,4,3,4,4,4,2,0,1,56,2,45,312
1,2,5,4,2,5,5,1,5,5,4,1,1,4,2,5,2,1,1,1,27,2,34,282
4,3,1,2,5,1,1,2,1,3,1,3,5,1,4,1,1,5,4,3,81,1,15,120
4,2,4,3,3,4,3,3,4,4,2,4,2,2,4,4,3,4,4,1,58,1,30,544
4,5,1,1,5,2,1,4,1,1,1,5,4,1,4,1,2,4,5,3,89,1,15,97
2,4,3,2,3,1,1,2,4,3,1,4,4,2,5,5,1,4,5,1,67,1,16,83
3,2,2,2,3,3,2,2,5,4,2,4,2,2,1,1,1,5,3,2,59,1,26,175
5,5,2,3,4,1,1,4,1,1,2,5,3,1,4,1,1,3,4,3,82,1,43,222
4,5,4,2,5,1,1,5,4,2,1,5,4,2,4,2,1,5,5,4,82,1,30,172
4,4,2,2,4,3,2,4,3,3,2,4,4,2,4,2,2,4,5,3,75,1,32,198
5,5,1,1,5,1,5,5,1,1,1,5,5,1,5,1,1,5,5,5,92,2,62,230
4,4,5,4,4,2,1,2,4,2,1,4,2,2,4,4,1,4,5,3,66,1,26,150
3,5,0,4,3,1,1,4,2,1,2,3,4,2,5,4,1,5,5,5,80,2,21,226
4,4,3,4,3,4,2,2,3,3,1,4,4,4,3,4,4,2,4,2,62,1,33,160
3,2,4,4,2,4,3,2,4,4,2,4,2,4,2,2,4,4,4,2,54,2,40,172
2,4,4,4,3,4,2,4,2,2,1,4,4,1,4,2,2,4,4,1,68,1,35,328
3,4,4,2,4,4,3,4,5,4,3,4,3,2,4,2,2,3,4,1,61,1,27,163
3,5,4,3,4,4,1,2,5,2,1,2,2,3,1,1,5,1,5,1,61,1,26,260
4,4,3,2,4,2,1,3,4,2,1,2,4,1,4,3,2,3,5,3,73,2,39,151
4,3,1,2,4,1,0,4,1,2,1,4,2,2,4,1,2,3,5,4,82,1,20,181
3,4,4,3,4,4,2,4,5,4,2,1,1,2,3,4,2,1,4,1,52,1,21,193
5,5,1,3,5,1,1,3,1,4,1,5,5,1,3,3,1,4,4,4,82,1,30,210
3,4,2,1,4,1,2,4,2,3,1,4,4,2,4,1,1,5,4,2,78,1,26,142
4,5,1,1,4,2,1,4,1,1,1,5,4,1,4,1,1,4,5,3,87,1,33,3440
4,3,1,2,4,1,0,4,1,2,1,4,2,2,4,1,2,3,5,4,82,1,20,4037
4,3,4,2,4,2,4,2,4,3,2,1,3,3,2,1,1,4,5,4,62,1,29,163
1,2,4,4,2,3,4,2,5,3,3,3,1,3,2,4,3,4,4,1,46,2,43,120
2,2,4,3,5,3,2,5,5,3,4,4,2,2,5,5,1,2,4,1,56,2,26,537
2,2,4,3,5,3,2,5,5,3,4,4,2,2,5,5,1,2,4,1,56,2,26,601
4,2,4,4,2,4,2,1,5,2,3,2,2,1,4,2,4,1,2,1,52,1,31,391
5,4,1,3,4,2,2,3,2,1,1,4,3,1,4,2,2,4,4,3,79,1,35,136
2,3,2,2,4,1,1,4,4,2,1,5,5,1,4,1,1,5,5,4,81,1,36,244
4,2,2,3,5,2,3,4,5,4,5,4,2,4,4,5,2,2,5,2,57,1,22,220
2,3,4,4,2,4,2,2,4,4,1,1,1,3,2,4,3,4,4,2,50,2,26,236
3,3,3,1,4,1,2,4,5,3,1,5,4,1,3,2,1,3,5,1,71,1,18,139
4,4,2,2,4,1,2,4,2,2,1,4,5,2,4,2,4,4,4,2,81,1,18,202
4,2,4,4,3,4,2,4,5,4,3,1,2,3,3,4,4,3,4,2,53,1,17,166
2,3,1,4,2,5,4,2,5,5,3,2,2,4,3,5,4,2,4,1,45,1,17,234
4,3,2,2,4,4,2,3,2,4,3,3,2,4,3,3,2,4,4,3,63,2,20,259
3,2,4,4,2,3,3,2,4,4,2,2,2,3,3,3,2,2,3,2,49,1,37,352
2,2,3,3,2,4,3,2,4,4,2,3,2,2,4,4,3,2,4,2,53,2,27,375
4,4,2,2,2,1,1,2,4,2,2,2,4,4,4,2,2,3,5,1,67,1,25,127
4,4,2,2,2,1,1,2,4,2,2,4,5,2,5,1,1,5,5,4,78,1,25,225
4,4,3,4,3,2,1,3,4,3,3,5,3,4,4,2,2,4,5,4,69,1,64,108
5,4,1,2,3,1,1,2,2,2,1,4,4,2,4,2,1,5,5,1,78,1,44,76
4,5,5,2,4,4,3,2,3,5,3,4,2,3,4,4,3,3,5,5,63,1,31,934
3,4,3,5,5,4,1,3,4,5,2,2,2,3,4,2,3,4,5,2,62,2,20,218
5,5,3,3,4,1,1,3,2,1,1,5,4,2,5,1,1,4,0,4,79,1,50,115
2,2,2,4,2,2,2,1,3,3,2,2,2,2,4,2,0,2,4,2,55,2,23,142
4,4,4,3,4,4,4,2,4,4,2,4,2,3,3,4,2,2,4,2,55,1,23,125
1,2,4,4,3,4,4,2,4,4,1,3,2,3,4,5,2,2,5,1,48,2,24,158
2,4,2,4,2,2,2,3,4,3,2,4,1,2,4,5,3,2,5,1,59,1,26,189
1,4,1,4,1,1,1,2,4,3,2,3,1,2,4,2,2,2,5,1,60,1,26,188
0,4,4,3,3,4,4,4,5,4,3,4,2,2,4,1,2,4,2,4,57,1,25,426
4,4,4,3,3,4,4,4,5,4,3,4,2,2,4,1,2,4,2,4,61,1,25,475
4,0,3,2,1,2,1,2,2,2,2,1,3,1,4,2,1,4,4,3,64,1,18,274
5,5,3,2,1,1,1,2,2,2,2,1,2,1,4,2,1,4,4,3,70,1,18,464
5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,5,5,84,1,18,565
5,4,2,2,1,1,1,2,2,2,2,1,4,1,4,2,1,4,4,3,72,1,18,685
4,4,2,2,1,2,2,4,3,2,2,5,4,2,4,2,2,4,5,2,74,1,18,246
4,4,2,2,1,2,2,4,3,2,2,5,4,2,4,2,2,4,5,3,75,1,18,258
4,4,2,2,1,2,2,4,3,2,2,5,4,2,4,2,2,4,5,3,75,1,18,267
4,4,2,2,1,2,2,4,2,2,2,5,4,2,4,2,2,4,5,3,76,1,18,341
4,4,2,2,1,2,2,4,2,2,1,5,4,2,4,2,2,4,5,3,77,1,18,372
5,4,3,4,3,2,1,2,2,2,1,2,1,3,4,2,1,4,5,1,66,2,22,223
2,3,4,3,4,2,2,2,5,2,2,2,2,4,5,2,4,4,5,1,62,1,25,260
2,2,5,4,4,5,5,1,5,4,1,2,1,1,2,4,4,4,4,5,51,2,45,1260
5,4,2,1,5,1,1,4,1,1,1,1,4,3,5,1,1,4,5,5,85,1,19,131
5,5,1,1,5,1,1,0,1,1,0,5,5,1,5,0,1,5,1,5,89,1,25,110
3,5,3,2,4,4,2,4,2,2,2,4,4,2,4,2,5,4,4,2,76,1,29,197
2,2,4,3,4,4,2,2,5,4,2,2,1,4,0,4,2,4,3,2,46,2,52,23
3,2,4,3,2,4,4,2,3,4,3,1,1,4,2,4,2,2,1,1,40,2,21,320
2,1,5,5,2,4,4,2,5,4,1,2,2,2,2,3,2,2,3,1,42,2,27,197
5,4,3,4,5,5,5,4,3,2,1,5,5,3,5,5,1,4,5,3,69,1,22,300
4,4,3,2,4,3,3,4,3,2,2,4,4,2,4,3,2,4,4,4,73,2,21,146
2,2,4,4,3,2,5,2,5,5,2,2,1,2,1,4,2,1,4,3,44,1,50,314
4,3,5,4,4,4,4,4,4,4,4,3,4,1,2,4,2,4,1,5,56,1,20,138
3,3,2,4,1,4,4,3,5,4,3,2,2,4,4,5,2,1,3,1,44,1,25,326
5,5,2,2,5,3,1,5,1,2,1,5,4,1,4,4,1,4,5,3,83,2,17,120
4,4,2,2,3,2,4,4,4,2,2,3,2,3,4,3,2,3,5,4,68,2,22,167
3,2,5,2,2,3,3,2,5,2,2,2,1,2,2,3,3,1,4,2,51,1,29,157
5,5,1,1,5,1,1,2,4,1,1,5,5,1,4,1,1,5,5,5,89,1,19,149
1,2,2,4,2,4,1,1,3,4,3,1,2,3,4,2,4,4,3,1,53,1,23,343
4,4,1,2,4,1,1,3,1,1,1,5,4,2,4,1,2,4,5,2,84,1,20,195
5,4,2,1,4,2,1,2,2,2,1,5,4,2,1,1,1,5,4,2,77,1,21,289
3,4,4,4,3,5,4,3,5,4,2,4,2,2,4,3,3,4,4,3,58,2,19,172
4,1,3,4,2,5,3,2,2,2,3,4,4,4,3,4,2,2,4,2,54,1,22,288
2,3,4,3,4,3,1,4,3,3,1,5,2,1,2,1,5,4,5,1,71,2,17,104
4,3,4,4,2,3,2,1,5,5,3,2,1,2,4,4,5,4,5,1,54,1,22,187
5,5,4,4,2,3,3,2,2,4,2,4,2,4,4,2,3,2,4,2,61,2,38,273
5,4,2,4,4,2,1,2,4,2,1,4,2,1,4,2,2,2,3,1,68,2,21,200
1,1,5,3,3,3,4,2,5,2,2,2,2,3,2,4,4,2,4,2,48,2,57,7127
